Time 1: PC=0x085 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 513: PC=0x05A instruction = 0x448 (ISZ), rA = 0xFF7, rL = 1
Time 514: PC=0x05B instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 516: PC=0x05C instruction = 0x247 (TAD), rA = 0x000, rL = 0
Time 517: PC=0x05D instruction = 0xE06 (RTL), rA = 0x000, rL = 0
Time 519: PC=0x05E instruction = 0x247 (TAD), rA = 0x000, rL = 0
Time 520: PC=0x05F instruction = 0xE04 (RAL), rA = 0x000, rL = 0
Time 522: PC=0x060 instruction = 0x246 (TAD), rA = 0x001, rL = 0
Time 524: PC=0x061 instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 525: PC=0x062 instruction = 0xA4F (JMP), rA = 0x000, rL = 0
Time 526: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x035, rL = 0
Time 527: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x035, rL = 0
Time 529: PC=0x052 instruction = 0x24A (TAD), rA = 0x005, rL = 1
Time 530: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0x005, rL = 1
Time 532: PC=0x055 instruction = 0x646 (DCA), rA = 0x000, rL = 1
Time 534: PC=0x056 instruction = 0x246 (TAD), rA = 0x005, rL = 1
Time 536: PC=0x057 instruction = 0x249 (TAD), rA = 0xFFB, rL = 1
Time 537: PC=0x058 instruction = 0xF40 (SMA), rA = 0xFFB, rL = 1
Time 539: PC=0x05A instruction = 0x448 (ISZ), rA = 0xFFB, rL = 1
Time 540: PC=0x05B instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 542: PC=0x05C instruction = 0x247 (TAD), rA = 0x001, rL = 0
Time 543: PC=0x05D instruction = 0xE06 (RTL), rA = 0x004, rL = 0
Time 545: PC=0x05E instruction = 0x247 (TAD), rA = 0x005, rL = 0
Time 546: PC=0x05F instruction = 0xE04 (RAL), rA = 0x00A, rL = 0
Time 548: PC=0x060 instruction = 0x246 (TAD), rA = 0x00F, rL = 0
Time 550: PC=0x061 instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 551: PC=0x062 instruction = 0xA4F (JMP), rA = 0x000, rL = 0
Time 552: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x035, rL = 0
Time 553: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x035, rL = 0
Time 555: PC=0x052 instruction = 0x24A (TAD), rA = 0x005, rL = 1
Time 556: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0x005, rL = 1
Time 558: PC=0x055 instruction = 0x646 (DCA), rA = 0x000, rL = 1
Time 560: PC=0x056 instruction = 0x246 (TAD), rA = 0x005, rL = 1
Time 562: PC=0x057 instruction = 0x249 (TAD), rA = 0xFFB, rL = 1
Time 563: PC=0x058 instruction = 0xF40 (SMA), rA = 0xFFB, rL = 1
Time 565: PC=0x05A instruction = 0x448 (ISZ), rA = 0xFFB, rL = 1
Time 566: PC=0x05B instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 568: PC=0x05C instruction = 0x247 (TAD), rA = 0x00F, rL = 0
Time 569: PC=0x05D instruction = 0xE06 (RTL), rA = 0x03C, rL = 0
Time 571: PC=0x05E instruction = 0x247 (TAD), rA = 0x04B, rL = 0
Time 572: PC=0x05F instruction = 0xE04 (RAL), rA = 0x096, rL = 0
Time 574: PC=0x060 instruction = 0x246 (TAD), rA = 0x09B, rL = 0
Time 576: PC=0x061 instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 577: PC=0x062 instruction = 0xA4F (JMP), rA = 0x000, rL = 0
Time 578: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x00A, rL = 0
Time 579: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x00A, rL = 0
Time 581: PC=0x052 instruction = 0x24A (TAD), rA = 0xFDA, rL = 0
Time 582: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0xFDA, rL = 0
Time 583: PC=0x054 instruction = 0xA63 (JMP), rA = 0xFDA, rL = 0
Time 584: PC=0x063 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 586: PC=0x064 instruction = 0x248 (TAD), rA = 0x003, rL = 0
Time 587: PC=0x065 instruction = 0xF28 (SZA RSS), rA = 0x003, rL = 0
Time 588: PC=0x067 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 590: PC=0x068 instruction = 0x247 (TAD), rA = 0x09B, rL = 0
Time 592: PC=0x069 instruction = 0x44B (ISZ), rA = 0x09B, rL = 0
Time 594: PC=0x06A instruction = 0xB4B (JMP I), rA = 0x09B, rL = 0
Time 597: PC=0x08E instruction = 0x782 (DCA I), rA = 0x000, rL = 0
Time 599: PC=0x08F instruction = 0x482 (ISZ), rA = 0x000, rL = 0
Time 601: PC=0x090 instruction = 0x483 (ISZ), rA = 0x000, rL = 0
Time 602: PC=0x091 instruction = 0xA8C (JMP), rA = 0x000, rL = 0
Time 604: PC=0x08C instruction = 0x84B (JMS), rA = 0x000, rL = 0
Time 605: PC=0x04C instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 607: PC=0x04D instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 609: PC=0x04E instruction = 0x648 (DCA), rA = 0x000, rL = 0
Time 610: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x031, rL = 0
Time 611: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x031, rL = 0
Time 613: PC=0x052 instruction = 0x24A (TAD), rA = 0x001, rL = 1
Time 614: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0x001, rL = 1
Time 616: PC=0x055 instruction = 0x646 (DCA), rA = 0x000, rL = 1
Time 618: PC=0x056 instruction = 0x246 (TAD), rA = 0x001, rL = 1
Time 620: PC=0x057 instruction = 0x249 (TAD), rA = 0xFF7, rL = 1
Time 621: PC=0x058 instruction = 0xF40 (SMA), rA = 0xFF7, rL = 1
Time 623: PC=0x05A instruction = 0x448 (ISZ), rA = 0xFF7, rL = 1
Time 624: PC=0x05B instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 626: PC=0x05C instruction = 0x247 (TAD), rA = 0x000, rL = 0
Time 627: PC=0x05D instruction = 0xE06 (RTL), rA = 0x000, rL = 0
Time 629: PC=0x05E instruction = 0x247 (TAD), rA = 0x000, rL = 0
Time 630: PC=0x05F instruction = 0xE04 (RAL), rA = 0x000, rL = 0
Time 632: PC=0x060 instruction = 0x246 (TAD), rA = 0x001, rL = 0
Time 634: PC=0x061 instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 635: PC=0x062 instruction = 0xA4F (JMP), rA = 0x000, rL = 0
Time 636: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x034, rL = 0
Time 637: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x034, rL = 0
Time 639: PC=0x052 instruction = 0x24A (TAD), rA = 0x004, rL = 1
Time 640: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0x004, rL = 1
Time 642: PC=0x055 instruction = 0x646 (DCA), rA = 0x000, rL = 1
Time 644: PC=0x056 instruction = 0x246 (TAD), rA = 0x004, rL = 1
Time 646: PC=0x057 instruction = 0x249 (TAD), rA = 0xFFA, rL = 1
Time 647: PC=0x058 instruction = 0xF40 (SMA), rA = 0xFFA, rL = 1
Time 649: PC=0x05A instruction = 0x448 (ISZ), rA = 0xFFA, rL = 1
Time 650: PC=0x05B instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 652: PC=0x05C instruction = 0x247 (TAD), rA = 0x001, rL = 0
Time 653: PC=0x05D instruction = 0xE06 (RTL), rA = 0x004, rL = 0
Time 655: PC=0x05E instruction = 0x247 (TAD), rA = 0x005, rL = 0
Time 656: PC=0x05F instruction = 0xE04 (RAL), rA = 0x00A, rL = 0
Time 658: PC=0x060 instruction = 0x246 (TAD), rA = 0x00E, rL = 0
Time 660: PC=0x061 instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 661: PC=0x062 instruction = 0xA4F (JMP), rA = 0x000, rL = 0
Time 662: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x038, rL = 0
Time 663: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x038, rL = 0
Time 665: PC=0x052 instruction = 0x24A (TAD), rA = 0x008, rL = 1
Time 666: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0x008, rL = 1
Time 668: PC=0x055 instruction = 0x646 (DCA), rA = 0x000, rL = 1
Time 670: PC=0x056 instruction = 0x246 (TAD), rA = 0x008, rL = 1
Time 672: PC=0x057 instruction = 0x249 (TAD), rA = 0xFFE, rL = 1
Time 673: PC=0x058 instruction = 0xF40 (SMA), rA = 0xFFE, rL = 1
Time 675: PC=0x05A instruction = 0x448 (ISZ), rA = 0xFFE, rL = 1
Time 676: PC=0x05B instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 678: PC=0x05C instruction = 0x247 (TAD), rA = 0x00E, rL = 0
Time 679: PC=0x05D instruction = 0xE06 (RTL), rA = 0x038, rL = 0
Time 681: PC=0x05E instruction = 0x247 (TAD), rA = 0x046, rL = 0
Time 682: PC=0x05F instruction = 0xE04 (RAL), rA = 0x08C, rL = 0
Time 684: PC=0x060 instruction = 0x246 (TAD), rA = 0x094, rL = 0
Time 686: PC=0x061 instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 687: PC=0x062 instruction = 0xA4F (JMP), rA = 0x000, rL = 0
Time 688: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x00A, rL = 0
Time 689: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x00A, rL = 0
Time 691: PC=0x052 instruction = 0x24A (TAD), rA = 0xFDA, rL = 0
Time 692: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0xFDA, rL = 0
Time 693: PC=0x054 instruction = 0xA63 (JMP), rA = 0xFDA, rL = 0
Time 694: PC=0x063 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 696: PC=0x064 instruction = 0x248 (TAD), rA = 0x003, rL = 0
Time 697: PC=0x065 instruction = 0xF28 (SZA RSS), rA = 0x003, rL = 0
Time 698: PC=0x067 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 700: PC=0x068 instruction = 0x247 (TAD), rA = 0x094, rL = 0
Time 702: PC=0x069 instruction = 0x44B (ISZ), rA = 0x094, rL = 0
Time 704: PC=0x06A instruction = 0xB4B (JMP I), rA = 0x094, rL = 0
Time 707: PC=0x08E instruction = 0x782 (DCA I), rA = 0x000, rL = 0
Time 709: PC=0x08F instruction = 0x482 (ISZ), rA = 0x000, rL = 0
Time 711: PC=0x090 instruction = 0x483 (ISZ), rA = 0x000, rL = 0
Time 712: PC=0x091 instruction = 0xA8C (JMP), rA = 0x000, rL = 0
Time 714: PC=0x08C instruction = 0x84B (JMS), rA = 0x000, rL = 0
Time 715: PC=0x04C instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 717: PC=0x04D instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 719: PC=0x04E instruction = 0x648 (DCA), rA = 0x000, rL = 0
Time 720: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x031, rL = 0
Time 721: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x031, rL = 0
Time 723: PC=0x052 instruction = 0x24A (TAD), rA = 0x001, rL = 1
Time 724: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0x001, rL = 1
Time 726: PC=0x055 instruction = 0x646 (DCA), rA = 0x000, rL = 1
Time 728: PC=0x056 instruction = 0x246 (TAD), rA = 0x001, rL = 1
Time 730: PC=0x057 instruction = 0x249 (TAD), rA = 0xFF7, rL = 1
Time 731: PC=0x058 instruction = 0xF40 (SMA), rA = 0xFF7, rL = 1
Time 733: PC=0x05A instruction = 0x448 (ISZ), rA = 0xFF7, rL = 1
Time 734: PC=0x05B instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 736: PC=0x05C instruction = 0x247 (TAD), rA = 0x000, rL = 0
Time 737: PC=0x05D instruction = 0xE06 (RTL), rA = 0x000, rL = 0
Time 739: PC=0x05E instruction = 0x247 (TAD), rA = 0x000, rL = 0
Time 740: PC=0x05F instruction = 0xE04 (RAL), rA = 0x000, rL = 0
Time 742: PC=0x060 instruction = 0x246 (TAD), rA = 0x001, rL = 0
Time 744: PC=0x061 instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 745: PC=0x062 instruction = 0xA4F (JMP), rA = 0x000, rL = 0
Time 746: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x035, rL = 0
Time 747: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x035, rL = 0
Time 749: PC=0x052 instruction = 0x24A (TAD), rA = 0x005, rL = 1
Time 750: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0x005, rL = 1
Time 752: PC=0x055 instruction = 0x646 (DCA), rA = 0x000, rL = 1
Time 754: PC=0x056 instruction = 0x246 (TAD), rA = 0x005, rL = 1
Time 756: PC=0x057 instruction = 0x249 (TAD), rA = 0xFFB, rL = 1
Time 757: PC=0x058 instruction = 0xF40 (SMA), rA = 0xFFB, rL = 1
Time 759: PC=0x05A instruction = 0x448 (ISZ), rA = 0xFFB, rL = 1
Time 760: PC=0x05B instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 762: PC=0x05C instruction = 0x247 (TAD), rA = 0x001, rL = 0
Time 763: PC=0x05D instruction = 0xE06 (RTL), rA = 0x004, rL = 0
Time 765: PC=0x05E instruction = 0x247 (TAD), rA = 0x005, rL = 0
Time 766: PC=0x05F instruction = 0xE04 (RAL), rA = 0x00A, rL = 0
Time 768: PC=0x060 instruction = 0x246 (TAD), rA = 0x00F, rL = 0
Time 770: PC=0x061 instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 771: PC=0x062 instruction = 0xA4F (JMP), rA = 0x000, rL = 0
Time 772: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x038, rL = 0
Time 773: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x038, rL = 0
Time 775: PC=0x052 instruction = 0x24A (TAD), rA = 0x008, rL = 1
Time 776: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0x008, rL = 1
Time 778: PC=0x055 instruction = 0x646 (DCA), rA = 0x000, rL = 1
Time 780: PC=0x056 instruction = 0x246 (TAD), rA = 0x008, rL = 1
Time 782: PC=0x057 instruction = 0x249 (TAD), rA = 0xFFE, rL = 1
Time 783: PC=0x058 instruction = 0xF40 (SMA), rA = 0xFFE, rL = 1
Time 785: PC=0x05A instruction = 0x448 (ISZ), rA = 0xFFE, rL = 1
Time 786: PC=0x05B instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 788: PC=0x05C instruction = 0x247 (TAD), rA = 0x00F, rL = 0
Time 789: PC=0x05D instruction = 0xE06 (RTL), rA = 0x03C, rL = 0
Time 791: PC=0x05E instruction = 0x247 (TAD), rA = 0x04B, rL = 0
Time 792: PC=0x05F instruction = 0xE04 (RAL), rA = 0x096, rL = 0
Time 794: PC=0x060 instruction = 0x246 (TAD), rA = 0x09E, rL = 0
Time 796: PC=0x061 instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 797: PC=0x062 instruction = 0xA4F (JMP), rA = 0x000, rL = 0
Time 798: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x00A, rL = 0
Time 799: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x00A, rL = 0
Time 801: PC=0x052 instruction = 0x24A (TAD), rA = 0xFDA, rL = 0
Time 802: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0xFDA, rL = 0
Time 803: PC=0x054 instruction = 0xA63 (JMP), rA = 0xFDA, rL = 0
Time 804: PC=0x063 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 806: PC=0x064 instruction = 0x248 (TAD), rA = 0x003, rL = 0
Time 807: PC=0x065 instruction = 0xF28 (SZA RSS), rA = 0x003, rL = 0
Time 808: PC=0x067 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 810: PC=0x068 instruction = 0x247 (TAD), rA = 0x09E, rL = 0
Time 812: PC=0x069 instruction = 0x44B (ISZ), rA = 0x09E, rL = 0
Time 814: PC=0x06A instruction = 0xB4B (JMP I), rA = 0x09E, rL = 0
Time 817: PC=0x08E instruction = 0x782 (DCA I), rA = 0x000, rL = 0
Time 819: PC=0x08F instruction = 0x482 (ISZ), rA = 0x000, rL = 0
Time 821: PC=0x090 instruction = 0x483 (ISZ), rA = 0x000, rL = 0
Time 822: PC=0x091 instruction = 0xA8C (JMP), rA = 0x000, rL = 0
Time 824: PC=0x08C instruction = 0x84B (JMS), rA = 0x000, rL = 0
Time 825: PC=0x04C instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 827: PC=0x04D instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 829: PC=0x04E instruction = 0x648 (DCA), rA = 0x000, rL = 0
Time 830: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x031, rL = 0
Time 831: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x031, rL = 0
Time 833: PC=0x052 instruction = 0x24A (TAD), rA = 0x001, rL = 1
Time 834: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0x001, rL = 1
Time 836: PC=0x055 instruction = 0x646 (DCA), rA = 0x000, rL = 1
Time 838: PC=0x056 instruction = 0x246 (TAD), rA = 0x001, rL = 1
Time 840: PC=0x057 instruction = 0x249 (TAD), rA = 0xFF7, rL = 1
Time 841: PC=0x058 instruction = 0xF40 (SMA), rA = 0xFF7, rL = 1
Time 843: PC=0x05A instruction = 0x448 (ISZ), rA = 0xFF7, rL = 1
Time 844: PC=0x05B instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 846: PC=0x05C instruction = 0x247 (TAD), rA = 0x000, rL = 0
Time 847: PC=0x05D instruction = 0xE06 (RTL), rA = 0x000, rL = 0
Time 849: PC=0x05E instruction = 0x247 (TAD), rA = 0x000, rL = 0
Time 850: PC=0x05F instruction = 0xE04 (RAL), rA = 0x000, rL = 0
Time 852: PC=0x060 instruction = 0x246 (TAD), rA = 0x001, rL = 0
Time 854: PC=0x061 instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 855: PC=0x062 instruction = 0xA4F (JMP), rA = 0x000, rL = 0
Time 856: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x033, rL = 0
Time 857: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x033, rL = 0
Time 859: PC=0x052 instruction = 0x24A (TAD), rA = 0x003, rL = 1
Time 860: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0x003, rL = 1
Time 862: PC=0x055 instruction = 0x646 (DCA), rA = 0x000, rL = 1
Time 864: PC=0x056 instruction = 0x246 (TAD), rA = 0x003, rL = 1
Time 866: PC=0x057 instruction = 0x249 (TAD), rA = 0xFF9, rL = 1
Time 867: PC=0x058 instruction = 0xF40 (SMA), rA = 0xFF9, rL = 1
Time 869: PC=0x05A instruction = 0x448 (ISZ), rA = 0xFF9, rL = 1
Time 870: PC=0x05B instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 872: PC=0x05C instruction = 0x247 (TAD), rA = 0x001, rL = 0
Time 873: PC=0x05D instruction = 0xE06 (RTL), rA = 0x004, rL = 0
Time 875: PC=0x05E instruction = 0x247 (TAD), rA = 0x005, rL = 0
Time 876: PC=0x05F instruction = 0xE04 (RAL), rA = 0x00A, rL = 0
Time 878: PC=0x060 instruction = 0x246 (TAD), rA = 0x00D, rL = 0
Time 880: PC=0x061 instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 881: PC=0x062 instruction = 0xA4F (JMP), rA = 0x000, rL = 0
Time 882: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x031, rL = 0
Time 883: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x031, rL = 0
Time 885: PC=0x052 instruction = 0x24A (TAD), rA = 0x001, rL = 1
Time 886: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0x001, rL = 1
Time 888: PC=0x055 instruction = 0x646 (DCA), rA = 0x000, rL = 1
Time 890: PC=0x056 instruction = 0x246 (TAD), rA = 0x001, rL = 1
Time 892: PC=0x057 instruction = 0x249 (TAD), rA = 0xFF7, rL = 1
Time 893: PC=0x058 instruction = 0xF40 (SMA), rA = 0xFF7, rL = 1
Time 895: PC=0x05A instruction = 0x448 (ISZ), rA = 0xFF7, rL = 1
Time 896: PC=0x05B instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 898: PC=0x05C instruction = 0x247 (TAD), rA = 0x00D, rL = 0
Time 899: PC=0x05D instruction = 0xE06 (RTL), rA = 0x034, rL = 0
Time 901: PC=0x05E instruction = 0x247 (TAD), rA = 0x041, rL = 0
Time 902: PC=0x05F instruction = 0xE04 (RAL), rA = 0x082, rL = 0
Time 904: PC=0x060 instruction = 0x246 (TAD), rA = 0x083, rL = 0
Time 906: PC=0x061 instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 907: PC=0x062 instruction = 0xA4F (JMP), rA = 0x000, rL = 0
Time 908: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x00A, rL = 0
Time 909: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x00A, rL = 0
Time 911: PC=0x052 instruction = 0x24A (TAD), rA = 0xFDA, rL = 0
Time 912: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0xFDA, rL = 0
Time 913: PC=0x054 instruction = 0xA63 (JMP), rA = 0xFDA, rL = 0
Time 914: PC=0x063 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 916: PC=0x064 instruction = 0x248 (TAD), rA = 0x003, rL = 0
Time 917: PC=0x065 instruction = 0xF28 (SZA RSS), rA = 0x003, rL = 0
Time 918: PC=0x067 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 920: PC=0x068 instruction = 0x247 (TAD), rA = 0x083, rL = 0
Time 922: PC=0x069 instruction = 0x44B (ISZ), rA = 0x083, rL = 0
Time 924: PC=0x06A instruction = 0xB4B (JMP I), rA = 0x083, rL = 0
Time 927: PC=0x08E instruction = 0x782 (DCA I), rA = 0x000, rL = 0
Time 929: PC=0x08F instruction = 0x482 (ISZ), rA = 0x000, rL = 0
Time 931: PC=0x090 instruction = 0x483 (ISZ), rA = 0x000, rL = 0
Time 932: PC=0x091 instruction = 0xA8C (JMP), rA = 0x000, rL = 0
Time 934: PC=0x08C instruction = 0x84B (JMS), rA = 0x000, rL = 0
Time 935: PC=0x04C instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 937: PC=0x04D instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 939: PC=0x04E instruction = 0x648 (DCA), rA = 0x000, rL = 0
Time 940: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x031, rL = 0
Time 941: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x031, rL = 0
Time 943: PC=0x052 instruction = 0x24A (TAD), rA = 0x001, rL = 1
Time 944: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0x001, rL = 1
Time 946: PC=0x055 instruction = 0x646 (DCA), rA = 0x000, rL = 1
Time 948: PC=0x056 instruction = 0x246 (TAD), rA = 0x001, rL = 1
Time 950: PC=0x057 instruction = 0x249 (TAD), rA = 0xFF7, rL = 1
Time 951: PC=0x058 instruction = 0xF40 (SMA), rA = 0xFF7, rL = 1
Time 953: PC=0x05A instruction = 0x448 (ISZ), rA = 0xFF7, rL = 1
Time 954: PC=0x05B instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 956: PC=0x05C instruction = 0x247 (TAD), rA = 0x000, rL = 0
Time 957: PC=0x05D instruction = 0xE06 (RTL), rA = 0x000, rL = 0
Time 959: PC=0x05E instruction = 0x247 (TAD), rA = 0x000, rL = 0
Time 960: PC=0x05F instruction = 0xE04 (RAL), rA = 0x000, rL = 0
Time 962: PC=0x060 instruction = 0x246 (TAD), rA = 0x001, rL = 0
Time 964: PC=0x061 instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 965: PC=0x062 instruction = 0xA4F (JMP), rA = 0x000, rL = 0
Time 966: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x030, rL = 0
Time 967: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x030, rL = 0
Time 969: PC=0x052 instruction = 0x24A (TAD), rA = 0x000, rL = 1
Time 970: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0x000, rL = 1
Time 972: PC=0x055 instruction = 0x646 (DCA), rA = 0x000, rL = 1
Time 974: PC=0x056 instruction = 0x246 (TAD), rA = 0x000, rL = 1
Time 976: PC=0x057 instruction = 0x249 (TAD), rA = 0xFF6, rL = 1
Time 977: PC=0x058 instruction = 0xF40 (SMA), rA = 0xFF6, rL = 1
Time 979: PC=0x05A instruction = 0x448 (ISZ), rA = 0xFF6, rL = 1
Time 980: PC=0x05B instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 982: PC=0x05C instruction = 0x247 (TAD), rA = 0x001, rL = 0
Time 983: PC=0x05D instruction = 0xE06 (RTL), rA = 0x004, rL = 0
Time 985: PC=0x05E instruction = 0x247 (TAD), rA = 0x005, rL = 0
Time 986: PC=0x05F instruction = 0xE04 (RAL), rA = 0x00A, rL = 0
Time 988: PC=0x060 instruction = 0x246 (TAD), rA = 0x00A, rL = 0
Time 990: PC=0x061 instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 991: PC=0x062 instruction = 0xA4F (JMP), rA = 0x000, rL = 0
Time 992: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x030, rL = 0
Time 993: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x030, rL = 0
Time 995: PC=0x052 instruction = 0x24A (TAD), rA = 0x000, rL = 1
Time 996: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0x000, rL = 1
Time 998: PC=0x055 instruction = 0x646 (DCA), rA = 0x000, rL = 1
Time 1000: PC=0x056 instruction = 0x246 (TAD), rA = 0x000, rL = 1
Time 1002: PC=0x057 instruction = 0x249 (TAD), rA = 0xFF6, rL = 1
Time 1003: PC=0x058 instruction = 0xF40 (SMA), rA = 0xFF6, rL = 1
Time 1005: PC=0x05A instruction = 0x448 (ISZ), rA = 0xFF6, rL = 1
Time 1006: PC=0x05B instruction = 0xEC0 (CLA CLL), rA = 0x000, rL = 0
Time 1008: PC=0x05C instruction = 0x247 (TAD), rA = 0x00A, rL = 0
Time 1009: PC=0x05D instruction = 0xE06 (RTL), rA = 0x028, rL = 0
Time 1011: PC=0x05E instruction = 0x247 (TAD), rA = 0x032, rL = 0
Time 1012: PC=0x05F instruction = 0xE04 (RAL), rA = 0x064, rL = 0
Time 1014: PC=0x060 instruction = 0x246 (TAD), rA = 0x064, rL = 0
Time 1016: PC=0x061 instruction = 0x647 (DCA), rA = 0x000, rL = 0
Time 1017: PC=0x062 instruction = 0xA4F (JMP), rA = 0x000, rL = 0
Time 1018: PC=0x04F instruction = 0xC18 (IOT 3), rA = 0x00A, rL = 0
Time 1019: PC=0x050 instruction = 0xF48 (SMA RSS), rA = 0x00A, rL = 0
Time 1021: PC=0x052 instruction = 0x24A (TAD), rA = 0xFDA, rL = 0
Time 1022: PC=0x053 instruction = 0xF48 (SMA RSS), rA = 0xFDA, rL = 0
Time 1023: PC=0x054 instruction = 0xA63 (JMP), rA = 0xFDA, rL = 0
Time 1024: PC=0x063 instruction = 0xE80 (CLA), rA = 0x000, rL = 0
Time 1026: PC=0x064 instruction = 0x248 (TAD), rA = 0x003, rL = 0
